Boundary Condition Loss,Physics Loss,Total Loss
2.32161021232605,0.05184765160083771,2.373457908630371
2.3129937648773193,0.05450505018234253,2.3674988746643066
2.3043994903564453,0.05742466077208519,2.3618240356445312
2.2958338260650635,0.059904925525188446,2.355738639831543
2.2873005867004395,0.06290829181671143,2.3502087593078613
2.278806209564209,0.06559089571237564,2.3443970680236816
2.270355463027954,0.06835369020700455,2.3387091159820557
2.261953830718994,0.07136648893356323,2.333320379257202
2.253606081008911,0.07475413382053375,2.3283603191375732
2.245319366455078,0.07811582088470459,2.3234353065490723
2.2370991706848145,0.08116363734006882,2.318262815475464
2.2289516925811768,0.08404005318880081,2.3129918575286865
2.2208800315856934,0.08795808255672455,2.308838129043579
2.2128918170928955,0.09122444689273834,2.3041162490844727
2.204991579055786,0.0933443233370781,2.2983357906341553
2.197181224822998,0.09780292958021164,2.2949841022491455
2.1894688606262207,0.10153669118881226,2.2910056114196777
2.181861400604248,0.1053028479218483,2.2871642112731934
2.1743648052215576,0.10872873663902283,2.2830934524536133
2.1669838428497314,0.11264848709106445,2.279632329940796
2.1597235202789307,0.11570645868778229,2.2754299640655518
2.152588129043579,0.12003041803836823,2.272618532180786
2.1455841064453125,0.12297455221414566,2.2685587406158447
2.1387131214141846,0.1270311027765274,2.265744209289551
2.1319825649261475,0.1302667111158371,2.262249231338501
2.1253955364227295,0.13522320985794067,2.2606186866760254
2.11895751953125,0.13821260631084442,2.2571702003479004
2.1126716136932373,0.1419622302055359,2.254633903503418
2.106541633605957,0.14522318542003632,2.2517647743225098
2.100569486618042,0.14925546944141388,2.2498250007629395
2.094759464263916,0.15351328253746033,2.248272657394409
2.089116096496582,0.1561790257692337,2.2452950477600098
2.0836403369903564,0.1589132398366928,2.242553472518921
2.0783331394195557,0.16264142096042633,2.2409746646881104
2.0731968879699707,0.16654998064041138,2.2397468090057373
2.0682356357574463,0.16972748935222626,2.2379631996154785
2.0634512901306152,0.17184488475322723,2.2352962493896484
2.0588414669036865,0.17501652240753174,2.233858108520508
2.0544092655181885,0.17916594445705414,2.2335751056671143
2.0501585006713867,0.18281272053718567,2.23297119140625
2.0460901260375977,0.18455466628074646,2.230644702911377
2.0422019958496094,0.18733875453472137,2.2295408248901367
2.0384929180145264,0.189020574092865,2.227513551712036
2.0349619388580322,0.19168809056282043,2.2266499996185303
2.0316073894500732,0.19337701797485352,2.2249844074249268
2.0284273624420166,0.19742880761623383,2.225856065750122
2.0254244804382324,0.1988132745027542,2.2242376804351807
2.0225958824157715,0.19930912554264069,2.221904993057251
2.0199337005615234,0.19991199672222137,2.219845771789551
2.0174331665039062,0.20398637652397156,2.2214195728302
2.01509952545166,0.20399059355258942,2.219090223312378
2.012925624847412,0.2045617401599884,2.217487335205078
2.0109033584594727,0.20590849220752716,2.2168118953704834
2.0090315341949463,0.20603416860103607,2.2150657176971436
2.0073037147521973,0.2106073945760727,2.2179110050201416
2.005725860595703,0.20694762468338013,2.2126734256744385
2.004281997680664,0.2101086527109146,2.214390754699707
2.0029730796813965,0.20879779756069183,2.21177077293396
2.00178861618042,0.21017523109912872,2.2119638919830322
2.0007269382476807,0.2110583335161209,2.211785316467285
1.9997891187667847,0.20925508439540863,2.2090442180633545
1.9989625215530396,0.20609143376350403,2.2050540447235107
