Epoch,Boundary Loss t,Boundary Loss l,Boundary Loss r,Physics Loss,Total Loss
48,0.21857492625713348,0.03820314258337021,0.03840479627251625,0.008612011559307575,0.30379486083984375
49,0.21442225575447083,0.03883522003889084,0.03832327574491501,0.008048231713473797,0.29962900280952454
50,0.21088024973869324,0.03763410821557045,0.03916109725832939,0.007804365828633308,0.29547980427742004
51,0.20794793963432312,0.038436323404312134,0.038203537464141846,0.007768918760120869,0.2923567295074463
52,0.2056596428155899,0.0371771939098835,0.03717363253235817,0.007538457401096821,0.2875489294528961
53,0.20386983454227448,0.037223778665065765,0.03749574348330498,0.0077582658268511295,0.2863475978374481
54,0.2027173489332199,0.03452983871102333,0.03377990797162056,0.007716411724686623,0.2787435054779053
55,0.2014596313238144,0.0329478457570076,0.034118540585041046,0.007600904908031225,0.2761269211769104
56,0.19981259107589722,0.03277893364429474,0.03235495090484619,0.007695626467466354,0.2726421058177948
57,0.1974027454853058,0.030318608507514,0.030625278130173683,0.008203251287341118,0.26654988527297974
58,0.19355954229831696,0.028833406046032906,0.031340792775154114,0.009222096763551235,0.26295584440231323
59,0.18824809789657593,0.029098037630319595,0.030792078003287315,0.009873269125819206,0.25801149010658264
60,0.1817036271095276,0.030313685536384583,0.03288896381855011,0.011282548308372498,0.2561888098716736
61,0.17489340901374817,0.0302196703851223,0.032072778791189194,0.01267930492758751,0.24986517429351807
62,0.16797807812690735,0.03388093039393425,0.03401356562972069,0.013340389356017113,0.24921296536922455
63,0.16163010895252228,0.03279769793152809,0.037018634378910065,0.014658559113740921,0.24610498547554016
64,0.1560909003019333,0.03300197422504425,0.03385331854224205,0.017373042181134224,0.24031923711299896
65,0.15074652433395386,0.03336886689066887,0.03492400422692299,0.01924779638648033,0.23828719556331635
66,0.1461661458015442,0.03627046197652817,0.03527608513832092,0.02258041501045227,0.24029311537742615
67,0.14311911165714264,0.03300144523382187,0.03741051256656647,0.0234672874212265,0.23699836432933807
68,0.14030073583126068,0.035077452659606934,0.03522118180990219,0.02533792518079281,0.23593729734420776
69,0.1376730352640152,0.03057202138006687,0.03461150825023651,0.0275014266371727,0.23035798966884613
70,0.1339249312877655,0.034356895834207535,0.03766265884041786,0.02751619927585125,0.2334606796503067
71,0.13106422126293182,0.03582841530442238,0.03850049525499344,0.02642923779785633,0.23182237148284912
72,0.12948279082775116,0.03925113007426262,0.03669949993491173,0.025343529880046844,0.23077695071697235
73,0.12707862257957458,0.03863894194364548,0.038893312215805054,0.026044979691505432,0.23065584897994995
74,0.12614953517913818,0.03495081514120102,0.03661026060581207,0.023276500403881073,0.22098712623119354
75,0.1272263526916504,0.03651246055960655,0.037842631340026855,0.020732024684548378,0.22231347858905792
76,0.12674283981323242,0.04179852083325386,0.0395902544260025,0.019823404029011726,0.22795501351356506
77,0.12739484012126923,0.037094660103321075,0.036081064492464066,0.020160231739282608,0.22073079645633698
78,0.13107800483703613,0.034377358853816986,0.03541729971766472,0.01744350977241993,0.2183161824941635
79,0.13285493850708008,0.036136094480752945,0.03347291052341461,0.015256406739354134,0.21772034466266632
80,0.13003364205360413,0.036211300641298294,0.03845273703336716,0.01413351483643055,0.21883118152618408
81,0.12970112264156342,0.03941688686609268,0.03577857464551926,0.014184040948748589,0.2190806269645691
82,0.13139218091964722,0.038421954959630966,0.03811067342758179,0.01295560970902443,0.2208804190158844
83,0.13211140036582947,0.03409794718027115,0.03603013604879379,0.010794471949338913,0.21303397417068481
84,0.13456417620182037,0.03616003319621086,0.035151414573192596,0.010935429483652115,0.21681106090545654
85,0.13345450162887573,0.03201274201273918,0.037288598716259,0.010665650479495525,0.21342149376869202
86,0.13149362802505493,0.03760289400815964,0.03857853263616562,0.00906512513756752,0.2167401909828186
87,0.13257764279842377,0.035650551319122314,0.03438227251172066,0.00834676530212164,0.21095722913742065
88,0.1287665218114853,0.03979260101914406,0.03601578623056412,0.009221096523106098,0.2137959897518158
89,0.12772531807422638,0.03877776488661766,0.0381307452917099,0.008774369955062866,0.2134082019329071
90,0.1316366344690323,0.037416163831949234,0.03409866243600845,0.007946317084133625,0.21109777688980103
91,0.12967674434185028,0.03853567689657211,0.03673337772488594,0.007640647701919079,0.21258644759655
92,0.12929196655750275,0.03581418842077255,0.03263814374804497,0.00918728206306696,0.20693157613277435
93,0.12784045934677124,0.03564766049385071,0.034988999366760254,0.008001571521162987,0.20647868514060974
94,0.12293686717748642,0.037820056080818176,0.03722510114312172,0.00656711682677269,0.2045491337776184
95,0.1216750517487526,0.036152880638837814,0.03408109396696091,0.008443387225270271,0.20035243034362793
96,0.11457869410514832,0.04105034098029137,0.04094282165169716,0.008522624149918556,0.20509447157382965
97,0.11707877367734909,0.04119858890771866,0.04009757563471794,0.006436278112232685,0.204811230301857
98,0.1183997243642807,0.03637334704399109,0.038147058337926865,0.006884357426315546,0.19980448484420776
99,0.11690585315227509,0.03626859560608864,0.03929176554083824,0.008778912015259266,0.20124512910842896
100,0.121385857462883,0.03570042550563812,0.03438085317611694,0.007335874252021313,0.19880300760269165
101,0.11671442538499832,0.03737594187259674,0.0389944463968277,0.006373108364641666,0.19945792853832245
102,0.11354061216115952,0.03784451633691788,0.04151291772723198,0.007203641347587109,0.20010168850421906
103,0.11062886565923691,0.041362978518009186,0.04414599761366844,0.0065812719985842705,0.20271912217140198
104,0.11306800693273544,0.03948817402124405,0.04021473228931427,0.005834560375660658,0.1986054629087448
105,0.1143132746219635,0.042605623602867126,0.03703607991337776,0.00647798553109169,0.20043295621871948
106,0.11399298906326294,0.037094198167324066,0.03748316317796707,0.0066277082078158855,0.19519805908203125
107,0.11439861357212067,0.04417489096522331,0.04068147391080856,0.005579151678830385,0.20483413338661194
108,0.11132118850946426,0.038282059133052826,0.04094112664461136,0.005662988871335983,0.19620734453201294
109,0.11625630408525467,0.03812092915177345,0.03656678646802902,0.006256320048123598,0.19720032811164856
110,0.10773623734712601,0.04492739960551262,0.04541435465216637,0.005337975919246674,0.20341597497463226
111,0.11581973731517792,0.03875776752829552,0.03755619749426842,0.005141869653016329,0.1972755789756775
112,0.11316552013158798,0.03877348452806473,0.03948362171649933,0.005984546151012182,0.19740717113018036
113,0.11046264320611954,0.03879985958337784,0.04426545649766922,0.005703729577362537,0.19923168420791626
114,0.11753380298614502,0.033245012164115906,0.0385289266705513,0.00528513640165329,0.19459286332130432
115,0.11047828942537308,0.03858897089958191,0.043609634041786194,0.005543264094740152,0.1982201486825943
116,0.10892312973737717,0.03816647455096245,0.04076250642538071,0.005205810070037842,0.19305792450904846
117,0.11589495092630386,0.035705070942640305,0.03904417157173157,0.005681400652974844,0.19632560014724731
118,0.11132656037807465,0.03908509016036987,0.03903031349182129,0.004905897658318281,0.19434785842895508
119,0.10972440242767334,0.0394878052175045,0.03709973394870758,0.005485616624355316,0.19179755449295044
120,0.11317725479602814,0.036840617656707764,0.0368499681353569,0.006114039104431868,0.19298186898231506
121,0.1072540432214737,0.040880799293518066,0.0396316759288311,0.005220287945121527,0.19298680126667023
122,0.10549362748861313,0.040111955255270004,0.03983883932232857,0.005388115998357534,0.19083254039287567
123,0.10998858511447906,0.038106728345155716,0.041757598519325256,0.005907838698476553,0.19576075673103333
124,0.10688483715057373,0.03655574843287468,0.04000590741634369,0.0061080679297447205,0.18955455720424652
125,0.10700462758541107,0.03922151401638985,0.04414137452840805,0.005392289720475674,0.19575980305671692
126,0.11206148564815521,0.035858217626810074,0.03869097679853439,0.006310287397354841,0.19292095303535461
127,0.10985463112592697,0.03754555806517601,0.03813361003994942,0.006193998269736767,0.19172778725624084
128,0.10602092742919922,0.04043731838464737,0.03971254825592041,0.006146518513560295,0.19231730699539185
129,0.10742336511611938,0.03746575489640236,0.03887671232223511,0.006227604113519192,0.18999344110488892
130,0.10578134655952454,0.03839465230703354,0.04281017929315567,0.0065081799402832985,0.19349434971809387
131,0.10356395691633224,0.042836375534534454,0.0406823456287384,0.005391531158238649,0.19247421622276306
132,0.10801969468593597,0.04084265977144241,0.036587413400411606,0.006076266057789326,0.19152604043483734
133,0.10897736251354218,0.03861614316701889,0.037820007652044296,0.007109101861715317,0.19252261519432068
134,0.1059027761220932,0.0380873903632164,0.04084862023591995,0.00604398874565959,0.19088277220726013
135,0.10723844170570374,0.04141945019364357,0.03681246563792229,0.006018124520778656,0.19148848950862885
136,0.1066121757030487,0.036639582365751266,0.037358786910772324,0.006672379095107317,0.18728293478488922
137,0.10207433998584747,0.038712259382009506,0.041010692715644836,0.006104432977735996,0.18790172040462494
138,0.10360322147607803,0.038154322654008865,0.04045937955379486,0.00562007911503315,0.18783700466156006
139,0.10675926506519318,0.036860380321741104,0.03794214874505997,0.006783010438084602,0.188344806432724
140,0.10565176606178284,0.03688657283782959,0.038525454699993134,0.006339132785797119,0.18740293383598328
141,0.10672454535961151,0.039790887385606766,0.040070973336696625,0.006290812976658344,0.19287723302841187
142,0.10802417248487473,0.03652201220393181,0.03417443484067917,0.00632056500762701,0.18504118919372559
143,0.10386490076780319,0.03902753069996834,0.03626053035259247,0.006590265315026045,0.18574322760105133
144,0.10081466287374496,0.03796568512916565,0.03593486547470093,0.006570321507751942,0.1812855303287506
145,0.1006695106625557,0.03819581866264343,0.038235943764448166,0.006275297608226538,0.18337656557559967
146,0.09925762563943863,0.04063837230205536,0.04254157468676567,0.005904925521463156,0.18834249675273895
147,0.10151657462120056,0.03592640906572342,0.039408884942531586,0.006180151365697384,0.18303203582763672
148,0.10765808820724487,0.032514266669750214,0.03648481145501137,0.006501279305666685,0.18315844237804413
149,0.10721006244421005,0.03523390367627144,0.03277283534407616,0.006307531148195267,0.1815243363380432
150,0.10136470198631287,0.0373297818005085,0.03790473937988281,0.006752531044185162,0.18335175514221191
151,0.0981706753373146,0.037537988275289536,0.03759998083114624,0.006317455321550369,0.17962610721588135
152,0.09593022614717484,0.03985237330198288,0.03743383288383484,0.005623547825962305,0.17883998155593872
153,0.095310278236866,0.04075736179947853,0.03849717229604721,0.005556497722864151,0.1801213026046753
154,0.09939595311880112,0.04052800312638283,0.03998376801609993,0.00723420362919569,0.18714192509651184
155,0.10440267622470856,0.03529692068696022,0.03358996659517288,0.005715903826057911,0.1790054738521576
156,0.10343685001134872,0.036518268287181854,0.03456997126340866,0.006416710559278727,0.18094179034233093
157,0.09882982820272446,0.03643461689352989,0.03581184148788452,0.007581920828670263,0.17865820229053497
158,0.09598283469676971,0.03825972229242325,0.04040682315826416,0.005474116187542677,0.1801234930753708
159,0.09354260563850403,0.037518832832574844,0.037624720484018326,0.006552189588546753,0.17523834109306335
160,0.09362160414457321,0.04613833501935005,0.03705066815018654,0.007208553142845631,0.18401916325092316
161,0.09820009022951126,0.03556041046977043,0.03626907616853714,0.006734072230756283,0.176763653755188
162,0.10235022753477097,0.034212905913591385,0.032449450343847275,0.006417409982532263,0.17542999982833862
163,0.09926756471395493,0.031921062618494034,0.03660895302891731,0.009061014279723167,0.176858589053154
164,0.09494064003229141,0.03800232335925102,0.035031575709581375,0.00707489438354969,0.17504942417144775
165,0.09287367761135101,0.039132166653871536,0.04011331871151924,0.006796157918870449,0.17891532182693481
166,0.0901709496974945,0.03700187802314758,0.04376400262117386,0.006994553375989199,0.17793136835098267
167,0.09316419064998627,0.0402977280318737,0.03756501153111458,0.007645579054951668,0.17867250740528107
168,0.09947435557842255,0.035157881677150726,0.03146624192595482,0.007853268645703793,0.17395174503326416
169,0.09943178296089172,0.035814881324768066,0.03271840885281563,0.007597475778311491,0.1755625456571579
170,0.09541234374046326,0.03491992503404617,0.02936962991952896,0.008247800171375275,0.16794970631599426
171,0.09089282900094986,0.03652537241578102,0.03738207370042801,0.007935985922813416,0.172736257314682
172,0.08705094456672668,0.038244735449552536,0.043996673077344894,0.007543070241808891,0.17683543264865875
173,0.08887740224599838,0.04047733545303345,0.040451157838106155,0.007638094946742058,0.1774439960718155
174,0.09209774434566498,0.03614847734570503,0.03740394115447998,0.009075114503502846,0.17472527921199799
175,0.09587913751602173,0.03238155320286751,0.03344350308179855,0.008224721997976303,0.1699289083480835
176,0.09724845737218857,0.03271906450390816,0.03382337465882301,0.008842353709042072,0.17263324558734894
177,0.0914355143904686,0.032897308468818665,0.03454480320215225,0.008344478905200958,0.16722211241722107
178,0.08739006519317627,0.03814343363046646,0.035040222108364105,0.008759778924286366,0.16933351755142212
179,0.08692947030067444,0.035211220383644104,0.03830154612660408,0.008252676576375961,0.16869491338729858
180,0.0875547006726265,0.036320772022008896,0.03890804946422577,0.00791233405470848,0.17069585621356964
181,0.09039177000522614,0.0327521450817585,0.036094553768634796,0.007854627445340157,0.16709309816360474
182,0.09304311126470566,0.03481312841176987,0.03691121190786362,0.009844820946455002,0.17461228370666504
183,0.09492690116167068,0.03412177413702011,0.03393271192908287,0.006998680531978607,0.16998007893562317
184,0.09196023643016815,0.035859353840351105,0.033936504274606705,0.007922564633190632,0.16967865824699402
185,0.08704979717731476,0.03456060588359833,0.036150529980659485,0.01031595841050148,0.16807688772678375
186,0.08484824001789093,0.03922700509428978,0.03329689800739288,0.009254394099116325,0.16662654280662537
187,0.08886796981096268,0.03395574167370796,0.03658265247941017,0.007836517877876759,0.1672428846359253
188,0.08751494437456131,0.03385882079601288,0.03627365827560425,0.011493219994008541,0.16914063692092896
189,0.09109534323215485,0.03316638991236687,0.03503471612930298,0.008207203820347786,0.16750365495681763
190,0.09565524756908417,0.02966141700744629,0.029726320877671242,0.008442869409918785,0.16348585486412048
191,0.08742601424455643,0.03341468423604965,0.03578483685851097,0.010196750983595848,0.16682228446006775
192,0.08244180679321289,0.04018250107765198,0.03809100016951561,0.009341917932033539,0.1700572371482849
193,0.08631570637226105,0.03344009444117546,0.03686122968792915,0.008745364844799042,0.1653623878955841
194,0.08509883284568787,0.03281410411000252,0.03596259653568268,0.008537231013178825,0.16241276264190674
195,0.08507078886032104,0.032382410019636154,0.03653409704566002,0.010839197784662247,0.16482649743556976
196,0.09001142531633377,0.03237270936369896,0.03372020274400711,0.009717551060020924,0.1658218801021576
197,0.08997203409671783,0.03244488686323166,0.03398797661066055,0.007857764139771461,0.16426265239715576
198,0.08417097479104996,0.034180931746959686,0.03084123693406582,0.012593604624271393,0.1617867350578308
199,0.08153490722179413,0.035234998911619186,0.03319517523050308,0.011768274940550327,0.16173335909843445
200,0.08513849973678589,0.03342100605368614,0.03554629161953926,0.00887936633080244,0.162985160946846
201,0.08457382768392563,0.031227732077240944,0.03181419149041176,0.009899108670651913,0.15751485526561737
202,0.08102903515100479,0.032647356390953064,0.036246612668037415,0.014302751049399376,0.1642257571220398
203,0.0862056165933609,0.031717605888843536,0.031563784927129745,0.008934062905609608,0.15842106938362122
204,0.09187912940979004,0.029457177966833115,0.034349482506513596,0.007143423892557621,0.1628292202949524
205,0.08084598183631897,0.03467926010489464,0.035981934517621994,0.012088051997125149,0.16359522938728333
206,0.08023899793624878,0.031637102365493774,0.03276165574789047,0.011232083663344383,0.15586984157562256
207,0.08868803083896637,0.03446419537067413,0.032019469887018204,0.008592786267399788,0.16376447677612305
208,0.0837303176522255,0.02862892672419548,0.03757071867585182,0.008520265109837055,0.15845023095607758
209,0.07984262704849243,0.03375385329127312,0.03423980250954628,0.012102486565709114,0.1599387675523758
210,0.08554823696613312,0.03040493093430996,0.031462572515010834,0.010511885397136211,0.15792763233184814
211,0.08594676852226257,0.028955349698662758,0.03211686387658119,0.0085716862231493,0.15559066832065582
212,0.08116348832845688,0.03400242328643799,0.033614080399274826,0.010962320491671562,0.1597423106431961
213,0.0780266746878624,0.03163502737879753,0.03373738005757332,0.012927688658237457,0.1563267707824707
214,0.07992880791425705,0.03477712348103523,0.03419262170791626,0.009829044342041016,0.15872760117053986
215,0.08383604884147644,0.03249610960483551,0.03472026064991951,0.009408202953636646,0.16046062111854553
216,0.08107169717550278,0.031037935987114906,0.030476249754428864,0.011100061237812042,0.15368594229221344
217,0.08128015697002411,0.02986689656972885,0.03326399624347687,0.011897273361682892,0.15630832314491272
218,0.0815693810582161,0.02942260168492794,0.03023645281791687,0.010028473101556301,0.15125691890716553
219,0.07902718335390091,0.030959928408265114,0.031765684485435486,0.011301710270345211,0.15305450558662415
220,0.07495208829641342,0.03221362456679344,0.03473328426480293,0.012219727039337158,0.15411871671676636
221,0.07767272740602493,0.032684486359357834,0.03122786059975624,0.011316712945699692,0.1529017835855484
222,0.0830257385969162,0.028899231925606728,0.032822731882333755,0.00989094190299511,0.1546386480331421
223,0.08243858069181442,0.029965994879603386,0.03378831595182419,0.010678081773221493,0.1568709760904312
224,0.07995589077472687,0.03115079738199711,0.03026982583105564,0.0108196921646595,0.15219619870185852
225,0.07893895357847214,0.029437940567731857,0.03477764129638672,0.011294336058199406,0.15444886684417725
226,0.07870157808065414,0.03264588117599487,0.0332559272646904,0.009393633343279362,0.1539970189332962
227,0.07628386467695236,0.03182008117437363,0.034014664590358734,0.011944510042667389,0.1540631204843521
228,0.07896023988723755,0.027798810973763466,0.032872337847948074,0.011634468100965023,0.15126585960388184
229,0.08192159235477448,0.027044542133808136,0.028983689844608307,0.010783054865896702,0.14873287081718445
230,0.07898619771003723,0.028783537447452545,0.028820298612117767,0.011628016829490662,0.1482180505990982
231,0.07406393438577652,0.028673112392425537,0.03610096126794815,0.012711676768958569,0.15154968202114105
232,0.07606230676174164,0.03158600628376007,0.03224211186170578,0.010760050266981125,0.15065047144889832
233,0.07681895047426224,0.032716572284698486,0.03246975690126419,0.011568453162908554,0.15357372164726257
234,0.07740899920463562,0.028300577774643898,0.03256652131676674,0.012910805642604828,0.15118689835071564
235,0.07802725583314896,0.028505953028798103,0.026982616633176804,0.011051377281546593,0.14456720650196075
236,0.0745425894856453,0.028290817514061928,0.030434902757406235,0.011715248227119446,0.14498355984687805
237,0.07412779331207275,0.028986891731619835,0.030772989615797997,0.012422177940607071,0.14630985260009766
238,0.07375679165124893,0.028663093224167824,0.03273922577500343,0.010966241359710693,0.14612534642219543
239,0.07521070539951324,0.028934141620993614,0.030182460322976112,0.010629938915371895,0.14495724439620972
240,0.07816959172487259,0.02937486208975315,0.028360513970255852,0.011346487328410149,0.1472514569759369
241,0.07828007638454437,0.026940686628222466,0.02892349287867546,0.009765484370291233,0.1439097374677658
242,0.07262495905160904,0.027478337287902832,0.03159660845994949,0.011032488197088242,0.1427323818206787
243,0.07387696951627731,0.024694904685020447,0.03061564452946186,0.01165902428328991,0.14084655046463013
244,0.06970424205064774,0.030171701684594154,0.03300629183650017,0.010991910472512245,0.1438741385936737
245,0.07446742802858353,0.02859729528427124,0.026967955753207207,0.011519007384777069,0.1415516883134842
246,0.07294820994138718,0.02940315380692482,0.0305673498660326,0.012658241204917431,0.14557695388793945
247,0.07332286238670349,0.028786789625883102,0.03161820024251938,0.011353503912687302,0.14508137106895447
248,0.07596680521965027,0.025805611163377762,0.02891898900270462,0.011704848147928715,0.1423962414264679
249,0.06629794836044312,0.02935647778213024,0.031504206359386444,0.013110188767313957,0.14026883244514465
250,0.0715470016002655,0.027492722496390343,0.02791304513812065,0.01294524222612381,0.13989801704883575
251,0.0749012678861618,0.027608133852481842,0.023889850825071335,0.010743703693151474,0.13714295625686646
252,0.06571326404809952,0.03073905222117901,0.03227557614445686,0.01364471111446619,0.14237260818481445
253,0.07480903714895248,0.024524392560124397,0.027505749836564064,0.009910640306770802,0.13674981892108917
254,0.07132621109485626,0.027050888165831566,0.028703223913908005,0.011347278952598572,0.13842760026454926
255,0.06382328271865845,0.030321301892399788,0.02960006706416607,0.014835041016340256,0.13857969641685486
256,0.07295277714729309,0.02693292126059532,0.026652388274669647,0.010246150195598602,0.13678422570228577
257,0.071897491812706,0.025905374437570572,0.02640155516564846,0.01156039722263813,0.13576480746269226
258,0.06267865747213364,0.029411185532808304,0.03121025674045086,0.014028951525688171,0.13732905685901642
259,0.07106754183769226,0.023174062371253967,0.025147119536995888,0.011491824872791767,0.13088054955005646
260,0.06908487528562546,0.02860701084136963,0.030151283368468285,0.011711486615240574,0.13955464959144592
261,0.06367656588554382,0.027710458263754845,0.027300221845507622,0.014983409084379673,0.1336706578731537
262,0.06752682477235794,0.025416981428861618,0.02728966996073723,0.014610734768211842,0.13484421372413635
263,0.07038405537605286,0.023112080991268158,0.02933467924594879,0.011324319057166576,0.13415512442588806
264,0.06284220516681671,0.029092492535710335,0.029476193711161613,0.01594752073287964,0.1373584121465683
265,0.06529746949672699,0.02634969726204872,0.02657780610024929,0.012699181213974953,0.13092415034770966
266,0.06824099272489548,0.026776494458317757,0.024691609665751457,0.011404583230614662,0.1311136782169342
267,0.06349242478609085,0.02653825469315052,0.027395719662308693,0.012459001503884792,0.12988540530204773
268,0.06558972597122192,0.02321925014257431,0.027375927194952965,0.0118106659501791,0.127995565533638
269,0.06649135053157806,0.025914063677191734,0.025842716917395592,0.012625109404325485,0.13087324798107147
270,0.06049875542521477,0.026792583987116814,0.02747964859008789,0.012544040568172932,0.12731502950191498
271,0.0656406581401825,0.02471429482102394,0.024296898394823074,0.011812437325716019,0.12646427750587463
272,0.06129341572523117,0.026712842285633087,0.02676733210682869,0.011506377719342709,0.12627996504306793
273,0.06230626255273819,0.02352866716682911,0.02681499347090721,0.011863029561936855,0.12451295554637909
274,0.06677484512329102,0.023432668298482895,0.024383213371038437,0.013185830786824226,0.12777656316757202
275,0.05858979374170303,0.02552220970392227,0.028480164706707,0.012269416823983192,0.12486158311367035
276,0.06030510365962982,0.025329740718007088,0.02474658563733101,0.016709420830011368,0.12709084153175354
277,0.06148587167263031,0.02521524392068386,0.0249104555696249,0.012937544845044613,0.12454912066459656
278,0.0577947273850441,0.026541374623775482,0.027804924175143242,0.012596167623996735,0.1247371956706047
279,0.06606785953044891,0.024526802822947502,0.022500144317746162,0.01297641173005104,0.12607121467590332
280,0.05617118626832962,0.026804933324456215,0.02854972705245018,0.010694550350308418,0.12222039699554443
281,0.058599453419446945,0.023677734658122063,0.024385178461670876,0.013968560844659805,0.12063092738389969
282,0.06097470596432686,0.023427598178386688,0.024589911103248596,0.012085802853107452,0.1210780218243599
283,0.05528576299548149,0.0282253697514534,0.026285599917173386,0.013042816892266273,0.12283955514431
284,0.061372850090265274,0.022241229191422462,0.020782411098480225,0.012579040601849556,0.11697553098201752
285,0.05563269183039665,0.022902067750692368,0.027580635622143745,0.013070765882730484,0.1191861629486084
286,0.05442177876830101,0.027220208197832108,0.02609250694513321,0.012237907387316227,0.11997240036725998
287,0.0610148049890995,0.0213325098156929,0.021425848826766014,0.012004830874502659,0.11577799916267395
288,0.05518631264567375,0.02545330859720707,0.023576583713293076,0.011277414858341217,0.11549361050128937
289,0.052414026111364365,0.025399183854460716,0.026791494339704514,0.010429131798446178,0.1150338351726532
290,0.061652421951293945,0.023656221106648445,0.021229946985840797,0.01310484204441309,0.1196434274315834
291,0.051088251173496246,0.025850923731923103,0.02640044316649437,0.014459008350968361,0.11779862642288208
292,0.05360928550362587,0.026067188009619713,0.023337718099355698,0.00926162675023079,0.11227582395076752
293,0.057857006788253784,0.022657928988337517,0.021549493074417114,0.013518208637833595,0.11558263748884201
294,0.048622261732816696,0.02486790157854557,0.027565767988562584,0.014572370797395706,0.11562830209732056
295,0.052840862423181534,0.024389144033193588,0.02323027327656746,0.011944890022277832,0.11240516602993011
296,0.05522787198424339,0.022431110963225365,0.022059999406337738,0.010808903723955154,0.1105278879404068
