# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 1.460746612548828125e+02 1.489806652069091797e+00 1.460201263427734375e+02 1.489264130592346191e+00
1.000000000000000000e+03 2.456736326217651367e+00 5.636354684829711914e-01 2.335259675979614258e+00 5.511231422424316406e-01
2.000000000000000000e+03 1.270338892936706543e+00 6.203696131706237793e-01 1.193837046623229980e+00 6.012830138206481934e-01
3.000000000000000000e+03 6.736658811569213867e-01 4.715396165847778320e-01 6.330389976501464844e-01 4.543422758579254150e-01
4.000000000000000000e+03 3.456280231475830078e-01 3.162487149238586426e-01 3.297834992408752441e-01 3.044070303440093994e-01
5.000000000000000000e+03 1.780797690153121948e-01 2.146386653184890747e-01 1.732001304626464844e-01 2.076287865638732910e-01
6.000000000000000000e+03 1.114939227700233459e-01 1.639217734336853027e-01 1.102389022707939148e-01 1.600186675786972046e-01
7.000000000000000000e+03 7.943842560052871704e-02 1.323566734790802002e-01 7.919684797525405884e-02 1.296092867851257324e-01
8.000000000000000000e+03 8.167094737291336060e-02 1.169214174151420593e-01 8.167151361703872681e-02 1.149890720844268799e-01
9.000000000000000000e+03 6.743846088647842407e-02 1.008727550506591797e-01 6.743886321783065796e-02 9.971546381711959839e-02
1.000000000000000000e+04 6.020939722657203674e-02 9.094385057687759399e-02 6.020013242959976196e-02 9.023491293191909790e-02
1.100000000000000000e+04 5.193141475319862366e-02 8.041294664144515991e-02 5.192775279283523560e-02 7.994870096445083618e-02
1.200000000000000000e+04 4.813620448112487793e-02 7.655305415391921997e-02 4.813555255532264709e-02 7.622336596250534058e-02
1.300000000000000000e+04 6.015112996101379395e-02 7.439503818750381470e-02 6.018045917153358459e-02 7.413852214813232422e-02
1.400000000000000000e+04 4.355444014072418213e-02 6.775891035795211792e-02 4.357621073722839355e-02 6.754486262798309326e-02
1.500000000000000000e+04 4.365313798189163208e-02 6.785451620817184448e-02 4.367555677890777588e-02 6.770485639572143555e-02
1.600000000000000000e+04 5.899443849921226501e-02 6.381014734506607056e-02 5.902791768312454224e-02 6.370915472507476807e-02
1.700000000000000000e+04 3.622620180249214172e-02 5.658480525016784668e-02 3.626087307929992676e-02 5.649704858660697937e-02
1.800000000000000000e+04 3.507398813962936401e-02 5.368209257721900940e-02 3.509852662682533264e-02 5.360174551606178284e-02
1.900000000000000000e+04 3.187865763902664185e-02 4.970549792051315308e-02 3.190263733267784119e-02 4.965895414352416992e-02
2.000000000000000000e+04 3.060312569141387939e-02 4.609337821602821350e-02 3.062474541366100311e-02 4.605574533343315125e-02
2.100000000000000000e+04 2.768429554998874664e-02 4.201803356409072876e-02 2.770932018756866455e-02 4.198721796274185181e-02
2.200000000000000000e+04 3.865727782249450684e-02 3.996962681412696838e-02 3.867993503808975220e-02 3.994027152657508850e-02
2.300000000000000000e+04 2.022638358175754547e-02 3.626931458711624146e-02 2.024950645864009857e-02 3.624013811349868774e-02
2.400000000000000000e+04 1.849994622170925140e-02 3.499288111925125122e-02 1.852294057607650757e-02 3.496790677309036255e-02
2.500000000000000000e+04 1.638074219226837158e-02 3.506376966834068298e-02 1.640593260526657104e-02 3.504921495914459229e-02
2.600000000000000000e+04 1.621289364993572235e-02 3.107816353440284729e-02 1.623108051717281342e-02 3.104564920067787170e-02
2.700000000000000000e+04 1.347613036632537842e-01 4.280978813767433167e-02 1.349226683378219604e-01 4.280635714530944824e-02
2.800000000000000000e+04 1.530563086271286011e-02 1.939990185201168060e-02 1.532210782170295715e-02 1.936127617955207825e-02
2.900000000000000000e+04 1.119206007570028305e-02 1.623819582164287567e-02 1.120180636644363403e-02 1.620728708803653717e-02
3.000000000000000000e+04 9.946936741471290588e-03 1.262642443180084229e-02 9.959055110812187195e-03 1.260647550225257874e-02
3.100000000000000000e+04 7.347024045884609222e-03 1.112471893429756165e-02 7.351533044129610062e-03 1.110991928726434708e-02
