Known Data,Physics Loss,Total Loss
0.3092319071292877,0.08252549171447754,0.39175739884376526
0.30810362100601196,0.0728454515337944,0.38094907999038696
0.30702388286590576,0.06406034529209137,0.37108421325683594
0.30599188804626465,0.056184250861406326,0.36217615008354187
0.30501073598861694,0.049221329391002655,0.3542320728302002
0.3040834665298462,0.04316706582903862,0.3472505211830139
0.3032134771347046,0.03800629451870918,0.34121978282928467
0.3024040758609772,0.03371141850948334,0.3361154794692993
0.3016584813594818,0.030240526422858238,0.3318990170955658
0.30097970366477966,0.027536163106560707,0.3285158574581146
0.3003702461719513,0.025525150820612907,0.32589539885520935
0.2998315095901489,0.024119846522808075,0.3239513635635376
0.2993641495704651,0.023221174255013466,0.3225853145122528
0.2989673614501953,0.02272290736436844,0.32169026136398315
0.2986394762992859,0.022517144680023193,0.3211566209793091
0.29837775230407715,0.02249966189265251,0.32087740302085876
0.2981790602207184,0.022575052455067635,0.32075411081314087
0.29803961515426636,0.02266072854399681,0.32070034742355347
0.2979557514190674,0.02268967777490616,0.32064542174339294
0.29792359471321106,0.022611957043409348,0.3205355405807495
0.29793959856033325,0.022394705563783646,0.3203343152999878
0.29800039529800415,0.022021204233169556,0.3200215995311737
0.2981026768684387,0.021488917991518974,0.31959158182144165
0.29824334383010864,0.020807089284062386,0.3190504312515259
0.2984194755554199,0.019994031637907028,0.31841349601745605
0.2986280024051666,0.019074341282248497,0.31770235300064087
0.2988658547401428,0.018076324835419655,0.3169421851634979
0.2991299629211426,0.01702958717942238,0.31615954637527466
0.2994169294834137,0.015963081270456314,0.3153800070285797
0.29972320795059204,0.014903443865478039,0.31462666392326355
0.3000449538230896,0.01387378852814436,0.31391873955726624
0.3003781735897064,0.012892835773527622,0.31327101588249207
0.300718754529953,0.01197452750056982,0.3126932680606842
0.3010621964931488,0.011127891018986702,0.31219008564949036
0.30140432715415955,0.010357294231653214,0.31176161766052246
0.3017406463623047,0.009662953205406666,0.3114036023616791
0.30206698179244995,0.009041613899171352,0.3111085891723633
0.30237942934036255,0.008487415499985218,0.3108668327331543
0.30267447233200073,0.007992821745574474,0.3106673061847687
0.30294904112815857,0.007549484726041555,0.31049853563308716
0.3032006323337555,0.0071491096168756485,0.3103497326374054
0.30342745780944824,0.006784097757190466,0.31021156907081604
0.3036283850669861,0.0064480663277208805,0.31007644534111023
0.30380287766456604,0.006136137992143631,0.30993902683258057
0.30395129323005676,0.005845039617270231,0.3097963333129883
0.3040742874145508,0.005573004484176636,0.3096472918987274
0.3041735291481018,0.005319532472640276,0.3094930648803711
0.3042508363723755,0.005085046403110027,0.3093358874320984
0.30430859327316284,0.004870513454079628,0.3091790974140167
0.3043493628501892,0.004676998592913151,0.3090263605117798
0.30437609553337097,0.004505326971411705,0.3088814318180084
0.3043915927410126,0.0043557751923799515,0.30874738097190857
0.3043988347053528,0.0042278701439499855,0.3086267113685608
0.304400771856308,0.004120280966162682,0.3085210621356964
0.30440014600753784,0.004030844196677208,0.3084309995174408
0.304399311542511,0.00395665317773819,0.3083559572696686
0.30440059304237366,0.003894267836585641,0.3082948625087738
0.30440598726272583,0.003839930286630988,0.3082459270954132
0.3044169545173645,0.0037898379378020763,0.30820679664611816
0.3044348359107971,0.0037403940223157406,0.3081752359867096
0.3044605255126953,0.0036884555593132973,0.30814898014068604
0.3044945299625397,0.0036315012257546186,0.3081260323524475
0.3045370280742645,0.0035677626729011536,0.3081047832965851
0.3045879006385803,0.003496265970170498,0.3080841600894928
0.304646760225296,0.0034168234560638666,0.3080635964870453
0.30471280217170715,0.0033299534115940332,0.3080427646636963
0.3047851026058197,0.0032367731910198927,0.3080218732357025
0.3048626482486725,0.003138835309073329,0.30800148844718933
0.30494409799575806,0.003037975635379553,0.30798208713531494
0.3050280511379242,0.002936163917183876,0.3079642057418823
0.30511313676834106,0.0028353382367640734,0.3079484701156616
0.3051978647708893,0.002737301867455244,0.3079351782798767
0.3052808940410614,0.002643632935360074,0.3079245388507843
0.3053607642650604,0.0025556401815265417,0.30791640281677246
0.3054364323616028,0.002474329201504588,0.3079107701778412
0.30550676584243774,0.00240040710195899,0.3079071640968323
0.30557096004486084,0.002334309509024024,0.30790525674819946
0.30562824010849,0.0022762336302548647,0.3079044818878174
