Known Data,Physics Loss,Total Loss
0.11110661178827286,0.19612322747707367,0.3072298467159271
0.08641453087329865,0.8852593898773193,0.9716739058494568
0.0714399665594101,0.1605384796857834,0.23197844624519348
0.0692964717745781,0.023733319714665413,0.09302978962659836
0.0718010663986206,0.16609102487564087,0.23789209127426147
0.07233811914920807,0.13203199207782745,0.20437011122703552
0.07146365195512772,0.029678288847208023,0.10114194452762604
0.07062416523694992,0.029696209356188774,0.10032037645578384
0.06944101303815842,0.09550788998603821,0.16494891047477722
0.06776734441518784,0.09019380062818527,0.1579611450433731
0.06634856015443802,0.03572939336299896,0.10207795351743698
0.06570211797952652,0.005164110101759434,0.07086622714996338
0.06573878228664398,0.013943575322628021,0.079682357609272
0.06597696989774704,0.03374506160616875,0.09972202777862549
0.06600063294172287,0.03903663903474808,0.10503727197647095
0.0657227635383606,0.028826367110013962,0.09454913437366486
0.06527906656265259,0.015428426675498486,0.08070749044418335
0.06483378261327744,0.008423304185271263,0.07325708866119385
0.06446303427219391,0.009147325530648232,0.07361035794019699
0.06414476782083511,0.013293841853737831,0.0774386078119278
0.06383837759494781,0.015963919460773468,0.07980229705572128
0.06355881690979004,0.015356793068349361,0.07891561090946198
0.06336435675621033,0.012914811260998249,0.0762791708111763
0.06329341232776642,0.0107461828738451,0.07403959333896637
0.06332960724830627,0.009402452036738396,0.07273206114768982
0.06342635303735733,0.008086402900516987,0.07151275873184204
0.06355501711368561,0.006349991541355848,0.06990500539541245
0.06371654570102692,0.00481297355145216,0.06852951645851135
0.06390724331140518,0.004294602666050196,0.06820184737443924
0.06408751010894775,0.004811370745301247,0.06889887899160385
0.06419362127780914,0.005587661638855934,0.06978128105401993
0.06418126821517944,0.005763597320765257,0.06994486600160599
0.06405555456876755,0.004945648834109306,0.069001205265522
0.06386253982782364,0.0033852155320346355,0.06724775582551956
0.06365758925676346,0.0018817491363734007,0.06553933769464493
0.06347864866256714,0.0012932829558849335,0.06477193534374237
0.06333814561367035,0.0018451098585501313,0.06518325209617615
0.06323031336069107,0.0029300772584974766,0.06616038829088211
0.0631437748670578,0.003687131218612194,0.06683090329170227
0.0630706325173378,0.0036945983301848173,0.06676523387432098
0.06300888955593109,0.003090034704655409,0.06609892100095749
0.06296007335186005,0.0022838504519313574,0.0652439221739769
0.06292443722486496,0.001703253947198391,0.06462769210338593
0.06289546191692352,0.0015927364584058523,0.06448819488286972
0.06285905838012695,0.0018554582493379712,0.06471451371908188
0.06280142068862915,0.002157464623451233,0.06495888531208038
0.06271929293870926,0.0022633641492575407,0.06498266011476517
0.06262101233005524,0.0021954611875116825,0.06481647491455078
0.06251836568117142,0.002079918049275875,0.06459828466176987
0.06241944432258606,0.0019871562253683805,0.06440660357475281
0.06232857704162598,0.001936422660946846,0.06426499783992767
0.06224915385246277,0.001920768292620778,0.06416992098093033
0.062184058129787445,0.0019015087746083736,0.06408556550741196
0.06213425472378731,0.0018635510932654142,0.06399780511856079
0.06209820508956909,0.0018601793562993407,0.06395838409662247
0.06207246333360672,0.0019303098088130355,0.06400277465581894
0.062052417546510696,0.0020151687785983086,0.06406758725643158
0.062033094465732574,0.002024447312578559,0.06405754387378693
0.062009941786527634,0.0019377904245629907,0.06394772976636887
0.06198039650917053,0.0018018450355157256,0.06378224492073059
0.06194547936320305,0.0016847664956003428,0.06363024562597275
0.06190936639904976,0.0016479179030284286,0.06355728209018707
0.06187615916132927,0.001699906075373292,0.06357606500387192
