Epoch,Loss U (Real),Loss U (Imag),Loss V,Total Loss,Physics Loss,Boundary Loss U(Real),Boundary Loss U(Imag),Boundary Loss V,Domain Loss
25,0.058293525129556656,0.025170501321554184,0.03546259552240372,0.11892662197351456,38.98259162902832,0.046321185771375895,0.018757298355922103,0.014772796770557761,"tensor(0.1726, device='cuda:0', grad_fn=<AddBackward0>)"
26,0.051855236291885376,0.02532345801591873,0.036237649619579315,0.11341634392738342,40.627838134765625,0.03802363318391144,0.019445744575932622,0.015232479316182435,"tensor(0.1594, device='cuda:0', grad_fn=<AddBackward0>)"
27,0.046728819608688354,0.025139469653367996,0.03974344581365585,0.1116117313504219,36.71127700805664,0.03333291970193386,0.01928593497723341,0.02221821085549891,"tensor(0.1382, device='cuda:0', grad_fn=<AddBackward0>)"
28,0.04337890446186066,0.023206694051623344,0.043197810649871826,0.10978341102600098,32.13714790344238,0.030094662215560675,0.017504307441413403,0.029994484037160873,"tensor(0.1304, device='cuda:0', grad_fn=<AddBackward0>)"
29,0.03971412405371666,0.019148748368024826,0.04730233550071716,0.10616520792245865,26.868657112121582,0.027735603973269463,0.01435669302009046,0.037136286962777376,"tensor(0.1472, device='cuda:0', grad_fn=<AddBackward0>)"
30,0.03703875094652176,0.015709273517131805,0.04755711182951927,0.10030514001846313,22.398056507110596,0.02645231783390045,0.010875780717469752,0.040507153840735555,"tensor(0.1497, device='cuda:0', grad_fn=<AddBackward0>)"
31,0.03505902737379074,0.012981321662664413,0.04559658467769623,0.09363692998886108,20.6723952293396,0.024806157452985644,0.008638569270260632,0.0394368366105482,"tensor(0.1559, device='cuda:0', grad_fn=<AddBackward0>)"
32,0.0326513834297657,0.013210507109761238,0.04001789167523384,0.08587978780269623,20.252159118652344,0.02303275978192687,0.008384272339753807,0.03411222918657586,"tensor(0.1639, device='cuda:0', grad_fn=<AddBackward0>)"
33,0.02898523397743702,0.013034503906965256,0.03384631872177124,0.07586605846881866,19.576999187469482,0.02004382840823382,0.008803504460956901,0.02731741132447496,"tensor(0.1805, device='cuda:0', grad_fn=<AddBackward0>)"
34,0.0240611769258976,0.012518255040049553,0.028044026345014572,0.06462346017360687,18.44121527671814,0.016306929290294647,0.009055506729055196,0.02069493301678449,"tensor(0.1709, device='cuda:0', grad_fn=<AddBackward0>)"
35,0.020527439191937447,0.012125005945563316,0.02169479802250862,0.054347243160009384,18.623676776885986,0.012594608357176185,0.009025619365274906,0.013983852812089026,"tensor(0.1551, device='cuda:0', grad_fn=<AddBackward0>)"
36,0.016209572553634644,0.01023557037115097,0.01799723133444786,0.044442374259233475,17.400362968444824,0.009862639650236815,0.007867676788009703,0.009198418294545263,"tensor(0.1402, device='cuda:0', grad_fn=<AddBackward0>)"
37,0.014734048396348953,0.008209675550460815,0.016318008303642273,0.03926173225045204,16.771034955978394,0.008853216306306422,0.005979729758109897,0.007556946948170662,"tensor(0.1232, device='cuda:0', grad_fn=<AddBackward0>)"
38,0.01381591334939003,0.0057594445534050465,0.014550895430147648,0.03412625193595886,14.053162813186646,0.008567638229578733,0.004157247312832624,0.007262443890795112,"tensor(0.1057, device='cuda:0', grad_fn=<AddBackward0>)"
39,0.013425544835627079,0.003926954232156277,0.015627894550561905,0.03298039361834526,12.525710701942444,0.009004525025375187,0.0025639714440330863,0.008809950784780085,"tensor(0.0966, device='cuda:0', grad_fn=<AddBackward0>)"
40,0.012970328330993652,0.0035667321644723415,0.015919644385576248,0.03245670348405838,12.059592485427856,0.008589606150053442,0.002096910699037835,0.009656799578806385,"tensor(0.0741, device='cuda:0', grad_fn=<AddBackward0>)"
41,0.012194479815661907,0.003452716860920191,0.014570384286344051,0.030217580497264862,11.212857723236084,0.007886640727519989,0.0020338701142463833,0.00903515305253677,"tensor(0.0680, device='cuda:0', grad_fn=<AddBackward0>)"
42,0.010325492359697819,0.004309822339564562,0.013204211369156837,0.027839526534080505,10.691420912742615,0.006602254055906087,0.00291578215546906,0.007588158419821411,"tensor(0.0590, device='cuda:0', grad_fn=<AddBackward0>)"
43,0.008601810783147812,0.00511942757293582,0.011131922714412212,0.024853162467479706,10.190223932266235,0.005323632154613733,0.00371800473658368,0.005586235492955893,"tensor(0.0497, device='cuda:0', grad_fn=<AddBackward0>)"
44,0.007405108772218227,0.005636794026941061,0.010580664500594139,0.02362256683409214,10.873633027076721,0.004185032506939024,0.004125817329622805,0.004408186650834978,"tensor(0.0426, device='cuda:0', grad_fn=<AddBackward0>)"
45,0.006961718201637268,0.0050098951905965805,0.00995721761137247,0.021928831934928894,9.99847149848938,0.004287339223083109,0.0037156541366130114,0.003901191841578111,"tensor(0.0381, device='cuda:0', grad_fn=<AddBackward0>)"
46,0.00660804845392704,0.004288963042199612,0.011043719947338104,0.02194073051214218,10.387213706970215,0.004128642205614597,0.003045576682779938,0.004358018049970269,"tensor(0.0328, device='cuda:0', grad_fn=<AddBackward0>)"
47,0.006971786729991436,0.0035165625158697367,0.011730454862117767,0.02221880480647087,10.544692873954773,0.004463547200430185,0.002111337147653103,0.005076187429949641,"tensor(0.0347, device='cuda:0', grad_fn=<AddBackward0>)"
48,0.0065589789301157,0.0026050261221826077,0.011052001267671585,0.02021600678563118,9.391386151313782,0.004459987452719361,0.00135126052191481,0.004990769433788955,"tensor(0.0334, device='cuda:0', grad_fn=<AddBackward0>)"
49,0.006629857700318098,0.0021827532909810543,0.009589366614818573,0.01840197667479515,8.425681591033936,0.004496925510466099,0.0011647304927464575,0.00429195020115003,"tensor(0.0326, device='cuda:0', grad_fn=<AddBackward0>)"
50,0.005781465210020542,0.0023473810870200396,0.007244817912578583,0.01537366397678852,6.830574870109558,0.0039928085170686245,0.0012560332252178341,0.0032688676146790385,"tensor(0.0339, device='cuda:0', grad_fn=<AddBackward0>)"
51,0.005099090281873941,0.002485030796378851,0.005280748475342989,0.012864869087934494,5.816081702709198,0.003265412029577419,0.0015093291585799307,0.0022473331191577017,"tensor(0.0337, device='cuda:0', grad_fn=<AddBackward0>)"
52,0.003991473466157913,0.0024230019189417362,0.003900078823789954,0.01031455397605896,4.182857811450958,0.0025596647756174207,0.0016428253438789397,0.0019029879476875067,"tensor(0.0323, device='cuda:0', grad_fn=<AddBackward0>)"
53,0.003775149118155241,0.0023195073008537292,0.003834136761724949,0.009928792715072632,3.8233134746551514,0.0023080747632775456,0.0015826054732315242,0.0021857607644051313,"tensor(0.0351, device='cuda:0', grad_fn=<AddBackward0>)"
54,0.003404039889574051,0.0020157773979008198,0.004161633085459471,0.009581450372934341,3.654917597770691,0.0021047101181466132,0.0012793285713996738,0.0025119386555161327,"tensor(0.0365, device='cuda:0', grad_fn=<AddBackward0>)"
55,0.003611557185649872,0.0016280871350318193,0.0045341928489506245,0.00977383740246296,3.849111795425415,0.002116515941452235,0.0009780006803339347,0.00279882742324844,"tensor(0.0373, device='cuda:0', grad_fn=<AddBackward0>)"
56,0.0035530091263353825,0.0014111727941781282,0.004556098021566868,0.009520280174911022,3.67427396774292,0.0022395320993382484,0.0008142272490658797,0.0027589655946940184,"tensor(0.0391, device='cuda:0', grad_fn=<AddBackward0>)"
57,0.0035929707810282707,0.0013733088271692395,0.0042587025091052055,0.009224982000887394,3.8724235892295837,0.002180319308536127,0.0007660544870304875,0.0023750701802782714,"tensor(0.0364, device='cuda:0', grad_fn=<AddBackward0>)"
58,0.003628926817327738,0.001425035297870636,0.004062734544277191,0.009116696193814278,4.255641877651215,0.002115080103976652,0.0008424378247582354,0.001870821404736489,"tensor(0.0375, device='cuda:0', grad_fn=<AddBackward0>)"
59,0.003286893479526043,0.0015450617065653205,0.0032692740205675364,0.008101229555904865,3.745568573474884,0.0019329436181578785,0.000983222598733846,0.0014014331391081214,"tensor(0.0424, device='cuda:0', grad_fn=<AddBackward0>)"
60,0.002949527930468321,0.001615976681932807,0.003027279395610094,0.007592783775180578,3.4878041744232178,0.0017750392435118556,0.0010849916725419462,0.0012091012176824734,"tensor(0.0399, device='cuda:0', grad_fn=<AddBackward0>)"
61,0.0025145593099296093,0.001556179951876402,0.002858435269445181,0.006929174531251192,3.4003592133522034,0.0013124925026204437,0.0010489111664355733,0.0011309664987493306,"tensor(0.0399, device='cuda:0', grad_fn=<AddBackward0>)"
62,0.0021650362759828568,0.0014055737992748618,0.0023808174300938845,0.0059514278545975685,2.7848069071769714,0.0010932519944617525,0.0009544883760099765,0.001084146642824635,"tensor(0.0379, device='cuda:0', grad_fn=<AddBackward0>)"
63,0.002065000357106328,0.0011571425711736083,0.0022935913875699043,0.005515734199434519,2.6866161227226257,0.001015729911159724,0.0007543753636127803,0.0010263567819492891,"tensor(0.0355, device='cuda:0', grad_fn=<AddBackward0>)"
64,0.0021090852096676826,0.0010266846511512995,0.001926807570271194,0.005062577314674854,2.2658652663230896,0.0011453148326836526,0.0006721280587953515,0.0009475373808527365,"tensor(0.0345, device='cuda:0', grad_fn=<AddBackward0>)"
65,0.0023834132589399815,0.0010564455296844244,0.0018025143072009087,0.005242372862994671,2.231838643550873,0.0013546017071348615,0.0007330125372391194,0.0008944081055233255,"tensor(0.0315, device='cuda:0', grad_fn=<AddBackward0>)"
66,0.002279082778841257,0.0010848933598026633,0.0017151228385046124,0.005079098977148533,2.0554131865501404,0.0013431396000669338,0.0007618089875904843,0.0008903672132873908,"tensor(0.0314, device='cuda:0', grad_fn=<AddBackward0>)"
67,0.0020309463143348694,0.0010901634814217687,0.0017179555725306273,0.004839065484702587,1.9754432439804077,0.001195017270219978,0.0007813586416887119,0.0008602408488513902,"tensor(0.0298, device='cuda:0', grad_fn=<AddBackward0>)"
68,0.0017703860066831112,0.0009420597925782204,0.0016523790545761585,0.00436482485383749,1.9215922951698303,0.0009557769226375967,0.0006477273927885108,0.0008137423210428096,"tensor(0.0284, device='cuda:0', grad_fn=<AddBackward0>)"
69,0.0015377646777778864,0.0008906228467822075,0.0015906181652098894,0.004019005689769983,1.8803531229496002,0.0007694408704992384,0.0005909588799113408,0.0007527490888605826,"tensor(0.0276, device='cuda:0', grad_fn=<AddBackward0>)"
70,0.0013326084008440375,0.0007711739744991064,0.0013901034835726023,0.0034938857425004244,1.6956051588058472,0.0006270660378504544,0.0004865277987846639,0.0006593761863769032,"tensor(0.0271, device='cuda:0', grad_fn=<AddBackward0>)"
71,0.0014012886676937342,0.0007368859369307756,0.0013698369730263948,0.0035080115776509047,1.8478663563728333,0.0006100804312154651,0.0004427044332260266,0.0005806664921692573,"tensor(0.0283, device='cuda:0', grad_fn=<AddBackward0>)"
72,0.0013157480861991644,0.0007751137018203735,0.0012204491067677736,0.0033113108947873116,1.5770643055438995,0.0006850800855318084,0.0004566488987620687,0.0005659750095219351,"tensor(0.0283, device='cuda:0', grad_fn=<AddBackward0>)"
73,0.0013849930837750435,0.0008303016657009721,0.001179628656245768,0.00339492317289114,1.517626017332077,0.0007710628706263378,0.0005199687111598905,0.0005610783045995049,"tensor(0.0270, device='cuda:0', grad_fn=<AddBackward0>)"
74,0.0012902570888400078,0.0008575697429478168,0.0011111971689388156,0.003259024117141962,1.3051046133041382,0.0007574116170872003,0.0005851652640558314,0.0005878054798813537,"tensor(0.0255, device='cuda:0', grad_fn=<AddBackward0>)"
75,0.001338400412350893,0.0008817538036964834,0.00121172028593719,0.0034318745601922274,1.557265430688858,0.0006977713492233306,0.0005797359808639158,0.0005721389097743668,"tensor(0.0268, device='cuda:0', grad_fn=<AddBackward0>)"
76,0.0013528246199712157,0.0007964145625010133,0.0010553172323852777,0.0032045564148575068,1.548559993505478,0.0006066992136766203,0.0005171997490833746,0.0005095092783449218,"tensor(0.0242, device='cuda:0', grad_fn=<AddBackward0>)"
77,0.0011880407109856606,0.0007267212495207787,0.0010672141797840595,0.0029819761402904987,1.447818100452423,0.000555315004021395,0.0004557792217383394,0.0005004105478292331,"tensor(0.0242, device='cuda:0', grad_fn=<AddBackward0>)"
78,0.001073520164936781,0.0006014741957187653,0.000926063978113234,0.0026010582223534584,1.263601616024971,0.0004973489631083794,0.00037122714093129616,0.0004479738090594765,"tensor(0.0222, device='cuda:0', grad_fn=<AddBackward0>)"
79,0.0010708848712965846,0.0005742182256653905,0.000866267888341099,0.002511370927095413,1.2650465816259384,0.00046547978854505345,0.00034213746948807966,0.00041366270306752995,"tensor(0.0263, device='cuda:0', grad_fn=<AddBackward0>)"
80,0.0010260478593409061,0.000565527006983757,0.0007508267881348729,0.0023424015380442142,1.1378325074911118,0.0004643127540475689,0.00034956217314174864,0.00036744184035342187,"tensor(0.0244, device='cuda:0', grad_fn=<AddBackward0>)"
81,0.0010093421442434192,0.0005983611335977912,0.0006851364159956574,0.0022928398102521896,1.0769306272268295,0.0004608678718796,0.00038722540193703026,0.0003432831981626805,"tensor(0.0257, device='cuda:0', grad_fn=<AddBackward0>)"
82,0.0009635038441047072,0.0005706902011297643,0.0006664780667051673,0.002200671937316656,1.009062722325325,0.0004616801379597746,0.00037746258385595866,0.00032907196873566136,"tensor(0.0246, device='cuda:0', grad_fn=<AddBackward0>)"
83,0.0009702537790872157,0.0006178769981488585,0.0006702754180878401,0.002258406253531575,1.1023938804864883,0.0004210297192912549,0.000391944580769632,0.00031768760891282,"tensor(0.0265, device='cuda:0', grad_fn=<AddBackward0>)"
84,0.0009265519329346716,0.0005728474352508783,0.0006862194277346134,0.0021856187377125025,1.024512618780136,0.00044525833072839305,0.0003549431130522862,0.0003374298939888831,"tensor(0.0246, device='cuda:0', grad_fn=<AddBackward0>)"
85,0.000895890174433589,0.0005602343589998782,0.0006386127788573503,0.0020947372540831566,1.0479631274938583,0.0003680452791741118,0.0003379295976628782,0.0003154255355184432,"tensor(0.0264, device='cuda:0', grad_fn=<AddBackward0>)"
86,0.0008621100569143891,0.000523313763551414,0.0006427100161090493,0.0020281337201595306,1.027050718665123,0.0003526877553667873,0.00030794154918112326,0.0003157951905450318,"tensor(0.0256, device='cuda:0', grad_fn=<AddBackward0>)"
87,0.0007897560717537999,0.0005075227818451822,0.0005955969681963325,0.0018928757635876536,0.9949183464050293,0.00032202285365201533,0.00029399482355074724,0.00025743888909346424,"tensor(0.0254, device='cuda:0', grad_fn=<AddBackward0>)"
88,0.0007721740985289216,0.0004922201624140143,0.0005268793902359903,0.0017912737093865871,0.9494967758655548,0.0003122000634903088,0.0002841772347892402,0.00022308585175778717,"tensor(0.0231, device='cuda:0', grad_fn=<AddBackward0>)"
89,0.0008526197634637356,0.0004947475390508771,0.00057149090571329,0.0019188581500202417,1.0629623234272003,0.00033732201700331643,0.00027538771246327087,0.00021890994321438484,"tensor(0.0251, device='cuda:0', grad_fn=<AddBackward0>)"
90,0.000820902525447309,0.0004707294865511358,0.000518346088938415,0.001809978042729199,0.9929425716400146,0.00031992104050004855,0.00026586661442706827,0.0002105060666508507,"tensor(0.0215, device='cuda:0', grad_fn=<AddBackward0>)"
91,0.00076562340836972,0.0004502936499193311,0.0005234262207522988,0.0017393432790413499,0.9456998556852341,0.00030695341411046684,0.0002439553782096482,0.00022201745014172047,"tensor(0.0215, device='cuda:0', grad_fn=<AddBackward0>)"
92,0.0006983989151194692,0.00042189774103462696,0.0004900739877484739,0.001610370585694909,0.822981208562851,0.000306375357467914,0.00023458960095013026,0.0002241445727122482,"tensor(0.0230, device='cuda:0', grad_fn=<AddBackward0>)"
93,0.0007221064297482371,0.0004067004774697125,0.0005149045027792454,0.001643711468204856,0.9488064348697662,0.00026957891896017827,0.00020690021938207792,0.00019744260316656437,"tensor(0.0217, device='cuda:0', grad_fn=<AddBackward0>)"
94,0.0006791331106796861,0.0004135715716984123,0.0004582554684020579,0.0015509601216763258,0.8469900041818619,0.000267185467237141,0.00023333749140874716,0.000180732888111379,"tensor(0.0234, device='cuda:0', grad_fn=<AddBackward0>)"
95,0.0006272196769714355,0.00039531817310489714,0.00039903318975120783,0.00142157101072371,0.7512531131505966,0.00025764019301277585,0.0002186866749980254,0.00017192518316733185,"tensor(0.0227, device='cuda:0', grad_fn=<AddBackward0>)"
96,0.0006537184817716479,0.00040415977127850056,0.0004288697673473507,0.0014867479912936687,0.8268086463212967,0.0002652238981681876,0.00019827890992019093,0.00017546548406244256,"tensor(0.0216, device='cuda:0', grad_fn=<AddBackward0>)"
97,0.0006831858190707862,0.00037708127638325095,0.0004236198146827519,0.00148388696834445,0.8346087485551834,0.0002559696113166865,0.00019555872586352052,0.00017720950017974246,"tensor(0.0212, device='cuda:0', grad_fn=<AddBackward0>)"
98,0.0006063837208785117,0.0003814458614215255,0.00042435561772435904,0.001412185258232057,0.7938105016946793,0.00023586970200994983,0.00019583601169870235,0.00016726831563573796,"tensor(0.0200, device='cuda:0', grad_fn=<AddBackward0>)"
99,0.000580472988076508,0.00035643921000882983,0.0003782142885029316,0.0013151264283806086,0.7341569513082504,0.0002161347038054373,0.00018742221163847717,0.00015556028120045085,"tensor(0.0224, device='cuda:0', grad_fn=<AddBackward0>)"
100,0.0005999623681418598,0.0003754853969439864,0.0003730399766936898,0.001348487799987197,0.7499370127916336,0.0002222456387244165,0.00019068163237534463,0.00016500972196809016,"tensor(0.0212, device='cuda:0', grad_fn=<AddBackward0>)"
101,0.0005713501013815403,0.00035410403506830335,0.0003692800528369844,0.001294734189286828,0.7616480439901352,0.00019244236318627372,0.00017222856422449695,0.0001481303679611301,"tensor(0.0208, device='cuda:0', grad_fn=<AddBackward0>)"
102,0.0005296505405567586,0.00035668667987920344,0.00034241698449477553,0.0012287541758269072,0.6868571937084198,0.00019350933507666923,0.00018197816007159417,0.00014697527876705863,"tensor(0.0200, device='cuda:0', grad_fn=<AddBackward0>)"
103,0.0005524432635866106,0.0003633993910625577,0.00035419827327132225,0.0012700408697128296,0.7365877032279968,0.0001845616388891358,0.0001805905349101522,0.00014913287850504275,"tensor(0.0197, device='cuda:0', grad_fn=<AddBackward0>)"
104,0.0005329653504304588,0.00034813658567145467,0.00033189705573022366,0.001212998991832137,0.6878531724214554,0.00018655633539310656,0.000178575611244014,0.00013966154801892117,"tensor(0.0209, device='cuda:0', grad_fn=<AddBackward0>)"
105,0.0005097065004520118,0.00032241828739643097,0.0003148344694636762,0.001146959257312119,0.66555255651474,0.00016816736933833454,0.00016555377806071192,0.00012679750761890318,"tensor(0.0213, device='cuda:0', grad_fn=<AddBackward0>)"
106,0.0004569934098981321,0.00031932012643665075,0.0003157233295496553,0.0010920368367806077,0.6112466305494308,0.0001743218963383697,0.00016076702922873665,0.0001260862609342439,"tensor(0.0201, device='cuda:0', grad_fn=<AddBackward0>)"
107,0.0004992554313503206,0.0003130990080535412,0.00034710366162471473,0.001159458071924746,0.6874819993972778,0.0001721535409160424,0.0001531589059595717,0.00012641634384635836,"tensor(0.0207, device='cuda:0', grad_fn=<AddBackward0>)"
108,0.0005105022573843598,0.0003050689119845629,0.00032767519587650895,0.0011432464234530926,0.6752987504005432,0.00016786390551715158,0.00015444051859958563,0.00012617663742275909,"tensor(0.0199, device='cuda:0', grad_fn=<AddBackward0>)"
109,0.0005117718828842044,0.00030552741372957826,0.00029785180231556296,0.0011151510989293456,0.6935403496026993,0.00014266935795603786,0.00014718829834237113,0.00010980898332491051,"tensor(0.0223, device='cuda:0', grad_fn=<AddBackward0>)"
110,0.0004887159448117018,0.0003002975136041641,0.00029038326465524733,0.0010793966939672828,0.6550054997205734,0.00015138448543439154,0.00014271127656684257,0.00011127000470878556,"tensor(0.0194, device='cuda:0', grad_fn=<AddBackward0>)"
111,0.00044775509741157293,0.00026950513711199164,0.0002968412882182747,0.0010141015518456697,0.5953648090362549,0.00015804209397174418,0.0001298696929552534,0.00011047390034946147,"tensor(0.0207, device='cuda:0', grad_fn=<AddBackward0>)"
112,0.00045513405348174274,0.00028173852479085326,0.0002786375698633492,0.0010155101772397757,0.6103390157222748,0.00013840711835655384,0.00014359523947859998,0.00010336650757380994,"tensor(0.0202, device='cuda:0', grad_fn=<AddBackward0>)"
113,0.0004694457456935197,0.0002781179209705442,0.0002817222266457975,0.0010292858351022005,0.647526428103447,0.0001328948128502816,0.00013086229637337965,9.90294129223912e-05,"tensor(0.0193, device='cuda:0', grad_fn=<AddBackward0>)"
