Boundary Condition Loss,Physics Loss,Total Loss
2.4364991188049316,0.1279926747083664,2.5644917488098145
2.42903733253479,0.13134294748306274,2.560380220413208
2.4216532707214355,0.13503830134868622,2.5566916465759277
2.414355516433716,0.13835470378398895,2.5527102947235107
2.4071483612060547,0.1420745849609375,2.549222946166992
2.4000391960144043,0.1457359939813614,2.5457751750946045
2.3930373191833496,0.1496245115995407,2.5426619052886963
2.3861501216888428,0.15285037457942963,2.5390005111694336
2.3793773651123047,0.1567176878452301,2.536095142364502
2.372732400894165,0.16014495491981506,2.5328774452209473
2.3662145137786865,0.16388726234436035,2.530101776123047
2.359835624694824,0.16675280034542084,2.5265884399414062
2.353579044342041,0.17089799046516418,2.524477005004883
2.3474714756011963,0.17460696399211884,2.522078514099121
2.341524124145508,0.17796187102794647,2.5194859504699707
2.3357365131378174,0.18123894929885864,2.5169754028320312
2.330109119415283,0.18479324877262115,2.514902353286743
2.3246548175811768,0.1877964586019516,2.512451171875
2.319364547729492,0.19109956920146942,2.5104641914367676
2.3142459392547607,0.19414037466049194,2.5083863735198975
2.3092989921569824,0.19749382138252258,2.5067927837371826
2.3045389652252197,0.20067735016345978,2.505216360092163
2.2999770641326904,0.20357118546962738,2.5035481452941895
2.29561448097229,0.20593661069869995,2.5015511512756348
2.291435956954956,0.20859947800636292,2.500035524368286
2.287445068359375,0.21119755506515503,2.498642683029175
2.283646583557129,0.2135676145553589,2.4972143173217773
2.2800395488739014,0.21580031514167786,2.495839834213257
2.276623487472534,0.2177201807498932,2.4943437576293945
2.2733898162841797,0.2192395180463791,2.492629289627075
2.270322322845459,0.22121191024780273,2.4915342330932617
2.2674293518066406,0.22246026992797852,2.489889621734619
2.2646939754486084,0.22375522553920746,2.4884490966796875
2.262108564376831,0.22526885569095612,2.487377405166626
2.2596774101257324,0.22632697224617004,2.48600435256958
2.257394552230835,0.22739233076572418,2.4847869873046875
2.255258321762085,0.22777478396892548,2.4830331802368164
2.253251075744629,0.22828152775764465,2.481532573699951
2.2513601779937744,0.2286512404680252,2.480011463165283
2.249575614929199,0.2285095602273941,2.4780852794647217
2.2478764057159424,0.2288796454668045,2.4767560958862305
2.2462666034698486,0.22918318212032318,2.475449800491333
2.2447407245635986,0.22858956456184387,2.47333025932312
2.2432782649993896,0.22854670882225037,2.471824884414673
2.2418718338012695,0.22832879424095154,2.470200538635254
2.2405176162719727,0.22774113714694977,2.468258857727051
2.2392070293426514,0.22742681205272675,2.4666337966918945
2.2379322052001953,0.2264181673526764,2.464350461959839
2.236671209335327,0.22564221918582916,2.462313413619995
2.23540997505188,0.2248304784297943,2.460240364074707
2.2341489791870117,0.2237113118171692,2.457860231399536
2.2328662872314453,0.22230969369411469,2.4551758766174316
2.2315361499786377,0.22014451026916504,2.4516806602478027
2.230121374130249,0.2205604910850525,2.4506819248199463
2.2286624908447266,0.2182326316833496,2.446895122528076
2.227107286453247,0.21828359365463257,2.4453909397125244
2.2254815101623535,0.2161312699317932,2.441612720489502
2.223766326904297,0.21518249809741974,2.4389488697052
2.2219598293304443,0.21346193552017212,2.4354217052459717
2.2200512886047363,0.21206258237361908,2.4321138858795166
2.218031167984009,0.2110762745141983,2.429107427597046
2.2159056663513184,0.20816852152347565,2.424074172973633
2.2136542797088623,0.2064741849899292,2.420128345489502
2.2112674713134766,0.20445707440376282,2.415724515914917
2.2087366580963135,0.20284047722816467,2.4115772247314453
2.2060630321502686,0.2018699049949646,2.407932996749878
2.2032594680786133,0.20011618733406067,2.4033756256103516
2.2003188133239746,0.1983039826154709,2.398622751235962
2.1972362995147705,0.19728292524814606,2.394519329071045
2.1940202713012695,0.19492903351783752,2.388949394226074
2.190659284591675,0.19173182547092438,2.3823912143707275
2.18713116645813,0.19053269922733307,2.3776638507843018
2.183443784713745,0.18940259516239166,2.3728463649749756
2.1796059608459473,0.18831004202365875,2.3679161071777344
2.1756277084350586,0.18509458005428314,2.360722303390503
2.171488046646118,0.18076299130916595,2.3522510528564453
2.167144298553467,0.1787537932395935,2.345898151397705
2.1625967025756836,0.17422400414943695,2.336820602416992
2.1578176021575928,0.1747906357049942,2.332608222961426
2.1528542041778564,0.16891905665397644,2.3217732906341553
2.1476433277130127,0.16607314348220825,2.313716411590576
2.1421821117401123,0.16280598938465118,2.304988145828247
2.1364591121673584,0.16350924968719482,2.2999682426452637
2.130535364151001,0.15721052885055542,2.287745952606201
2.1243505477905273,0.1545572131872177,2.2789077758789062
2.117906093597412,0.1501055210828781,2.2680115699768066
2.1111762523651123,0.14701062440872192,2.2581868171691895
2.1041669845581055,0.14432363212108612,2.248490571975708
2.096881628036499,0.14062538743019104,2.2375071048736572
2.0893003940582275,0.13597044348716736,2.2252707481384277
2.081411600112915,0.1335311084985733,2.214942693710327
2.073239326477051,0.12783139944076538,2.201070785522461
2.064739227294922,0.12473736703395844,2.189476490020752
2.0559024810791016,0.11989583820104599,2.1757984161376953
2.0466976165771484,0.11936653405427933,2.1660642623901367
2.037194013595581,0.11356282234191895,2.1507568359375
2.0273492336273193,0.10463988035917282,2.131989002227783
2.0170350074768066,0.10793916136026382,2.124974250793457
2.0064163208007812,0.1018872857093811,2.1083035469055176
1.9954065084457397,0.09696359932422638,2.09237003326416
1.9839974641799927,0.09068208932876587,2.0746796131134033
1.9721184968948364,0.08728772401809692,2.059406280517578
1.9597939252853394,0.08243492245674133,2.042228937149048
1.9470090866088867,0.08188500255346298,2.0288941860198975
1.9338411092758179,0.07234830409288406,2.0061893463134766
1.9201622009277344,0.07407550513744354,1.9942376613616943
1.9061341285705566,0.07592008262872696,1.9820542335510254
1.8918817043304443,0.06732894480228424,1.9592106342315674
1.8772847652435303,0.07115088403224945,1.948435664176941
1.8624975681304932,0.06882765144109726,1.9313251972198486
1.8475018739700317,0.06177469715476036,1.9092766046524048
1.8322077989578247,0.056129105389118195,1.8883368968963623
1.8165404796600342,0.05481773614883423,1.8713581562042236
1.8005735874176025,0.050754547119140625,1.8513281345367432
1.7842031717300415,0.05171164870262146,1.8359148502349854
1.7675516605377197,0.05068283528089523,1.8182344436645508
1.7506097555160522,0.040135420858860016,1.7907451391220093
1.733188509941101,0.039577409625053406,1.772765874862671
1.715399146080017,0.050646934658288956,1.7660460472106934
1.6975537538528442,0.05078916624188423,1.7483428716659546
1.6796596050262451,0.04684815555810928,1.7265077829360962
1.6616922616958618,0.046154435724020004,1.7078466415405273
1.6436339616775513,0.056582119315862656,1.7002160549163818
1.6256881952285767,0.05018126592040062,1.6758694648742676
1.6077431440353394,0.05173352733254433,1.659476637840271
1.589814305305481,0.05485037341713905,1.6446646451950073
1.5719562768936157,0.05321680009365082,1.6251730918884277
1.5541855096817017,0.06362103670835495,1.6178065538406372
1.5366028547286987,0.06088869273662567,1.5974915027618408
1.5191415548324585,0.0649646446108818,1.584106206893921
1.5018316507339478,0.06615340709686279,1.5679850578308105
1.4846367835998535,0.06476731598377228,1.5494041442871094
1.467567801475525,0.07113928347826004,1.5387071371078491
1.4506661891937256,0.07299985736608505,1.5236660242080688
1.4340261220932007,0.0792107805609703,1.5132368803024292
1.4177141189575195,0.08306027948856354,1.5007743835449219
1.4017091989517212,0.07684589177370071,1.4785550832748413
1.385876178741455,0.08613259345293045,1.4720088243484497
1.3703557252883911,0.08569914102554321,1.456054925918579
1.3551170825958252,0.09733700752258301,1.4524540901184082
1.3404053449630737,0.09339145570993423,1.433796763420105
1.325998306274414,0.08793008327484131,1.4139283895492554
1.311822772026062,0.07705114781856537,1.3888739347457886
1.2976579666137695,0.09657451510429382,1.3942325115203857
1.2838295698165894,0.10580261796712875,1.389632225036621
1.2703710794448853,0.10308816283941269,1.3734592199325562
1.257307529449463,0.11109068989753723,1.3683981895446777
1.2446744441986084,0.1034274622797966,1.3481018543243408
1.232286810874939,0.1150733083486557,1.3473601341247559
1.2202998399734497,0.09148328751325607,1.3117830753326416
1.2083964347839355,0.11355894804000854,1.3219554424285889
1.1967543363571167,0.10566048324108124,1.3024147748947144
1.185364007949829,0.1072300374507904,1.292594075202942
1.174272060394287,0.10849042236804962,1.2827625274658203
1.1634548902511597,0.11574183404445648,1.2791967391967773
1.15304434299469,0.12354159355163574,1.2765859365463257
1.1431760787963867,0.11865278333425522,1.261828899383545
1.1337040662765503,0.1180742159485817,1.251778244972229
1.124477744102478,0.12891413271427155,1.2533918619155884
1.1156978607177734,0.10776407271623611,1.2234619855880737
1.106990098953247,0.10745853185653687,1.2144486904144287
1.0981920957565308,0.10820842534303665,1.2064005136489868
1.0895895957946777,0.10386858880519867,1.1934581995010376
1.081048846244812,0.12141900509595871,1.2024677991867065
1.0727260112762451,0.1179075762629509,1.1906335353851318
1.0646088123321533,0.12243317067623138,1.187041997909546
1.0567649602890015,0.12124745547771454,1.1780123710632324
1.0492340326309204,0.0990617647767067,1.1482957601547241
1.0414873361587524,0.11003980785608292,1.1515271663665771
1.033996343612671,0.11612213402986526,1.1501184701919556
1.0266553163528442,0.106411412358284,1.1330667734146118
1.0191458463668823,0.09865755587816238,1.1178034543991089
1.0116167068481445,0.09540609270334244,1.107022762298584
1.0041335821151733,0.10307545959949493,1.1072090864181519
0.9967213869094849,0.11479578912258148,1.1115171909332275
0.9896798133850098,0.11356624960899353,1.1032460927963257
0.982840359210968,0.11530590057373047,1.0981462001800537
0.9762656092643738,0.11356997489929199,1.0898356437683105
0.9699164032936096,0.11221733689308167,1.0821337699890137
0.9637426137924194,0.0911022201180458,1.054844856262207
0.9573946595191956,0.09482938796281815,1.052224040031433
0.9509269595146179,0.06898177415132523,1.0199087858200073
0.9440127611160278,0.08243052661418915,1.0264432430267334
0.9368499517440796,0.08361944556236267,1.0204694271087646
0.9296730756759644,0.07926805317401886,1.0089411735534668
0.9223086833953857,0.07790421694517136,1.0002129077911377
0.9149614572525024,0.07789710909128189,0.9928585886955261
